sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0416-TS,ART-0416-TS,موج سواری فضایی,publish,product,product,variable,کار و تحصیل>ستاره شناس و فضانورد,#فضانورد|#فان,120000,,120000,no,instock,ART-0416-TS-color1.jpg|ART-0416-TS-color1-men.jpg|ART-0416-TS-color1-women.jpg|ART-0416-TS-color2.jpg|ART-0416-TS-color2-men.jpg|ART-0416-TS-color2-women.jpg|ART-0416-TS-color3.jpg|ART-0416-TS-color3-men.jpg|ART-0416-TS-color3-women.jpg|ART-0416-TS-color4.jpg|ART-0416-TS-color4-men.jpg|ART-0416-TS-color4-women.jpg|ART-0416-TS-color5.jpg|ART-0416-TS-color5-men.jpg|ART-0416-TS-color5-women.jpg|ART-0416-TS-color6.jpg|ART-0416-TS-color6-men.jpg|ART-0416-TS-color6-women.jpg|ART-0416-TS-color7.jpg|ART-0416-TS-color7-men.jpg|ART-0416-TS-color7-women.jpg|ART-0416-HD-color8.jpg|ART-0416-HD-color8-men.jpg|ART-0416-HD-color8-women.jpg|ART-0416-HD-color2.jpg|ART-0416-HD-color2-men.jpg|ART-0416-HD-color2-women.jpg|ART-0416-HD-color5.jpg|ART-0416-HD-color5-men.jpg|ART-0416-HD-color5-women.jpg|ART-0416-HD-color9.jpg|ART-0416-HD-color9-men.jpg|ART-0416-HD-color9-women.jpg|ART-0416-HD-color10.jpg|ART-0416-HD-color10-men.jpg|ART-0416-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,5.0,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0417-TS,ART-0417-TS,مهر قبولی,publish,product,product,variable,حیوانات جذاب>غیره,#فک,120000,,120000,no,instock,ART-0417-TS-color1.jpg|ART-0417-TS-color1-men.jpg|ART-0417-TS-color1-women.jpg|ART-0417-TS-color2.jpg|ART-0417-TS-color2-men.jpg|ART-0417-TS-color2-women.jpg|ART-0417-TS-color3.jpg|ART-0417-TS-color3-men.jpg|ART-0417-TS-color3-women.jpg|ART-0417-TS-color4.jpg|ART-0417-TS-color4-men.jpg|ART-0417-TS-color4-women.jpg|ART-0417-TS-color5.jpg|ART-0417-TS-color5-men.jpg|ART-0417-TS-color5-women.jpg|ART-0417-TS-color6.jpg|ART-0417-TS-color6-men.jpg|ART-0417-TS-color6-women.jpg|ART-0417-TS-color7.jpg|ART-0417-TS-color7-men.jpg|ART-0417-TS-color7-women.jpg|ART-0417-HD-color8.jpg|ART-0417-HD-color8-men.jpg|ART-0417-HD-color8-women.jpg|ART-0417-HD-color2.jpg|ART-0417-HD-color2-men.jpg|ART-0417-HD-color2-women.jpg|ART-0417-HD-color5.jpg|ART-0417-HD-color5-men.jpg|ART-0417-HD-color5-women.jpg|ART-0417-HD-color9.jpg|ART-0417-HD-color9-men.jpg|ART-0417-HD-color9-women.jpg|ART-0417-HD-color10.jpg|ART-0417-HD-color10-men.jpg|ART-0417-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,خاکستری,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.7,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0418-TS,ART-0418-TS,سیاره‌ی گربه‌ها,publish,product,product,variable,حیوانات جذاب>گربه,,120000,,120000,no,instock,ART-0418-TS-color1.jpg|ART-0418-TS-color1-men.jpg|ART-0418-TS-color1-women.jpg|ART-0418-TS-color2.jpg|ART-0418-TS-color2-men.jpg|ART-0418-TS-color2-women.jpg|ART-0418-TS-color3.jpg|ART-0418-TS-color3-men.jpg|ART-0418-TS-color3-women.jpg|ART-0418-TS-color4.jpg|ART-0418-TS-color4-men.jpg|ART-0418-TS-color4-women.jpg|ART-0418-TS-color5.jpg|ART-0418-TS-color5-men.jpg|ART-0418-TS-color5-women.jpg|ART-0418-TS-color6.jpg|ART-0418-TS-color6-men.jpg|ART-0418-TS-color6-women.jpg|ART-0418-TS-color7.jpg|ART-0418-TS-color7-men.jpg|ART-0418-TS-color7-women.jpg|ART-0418-HD-color8.jpg|ART-0418-HD-color8-men.jpg|ART-0418-HD-color8-women.jpg|ART-0418-HD-color2.jpg|ART-0418-HD-color2-men.jpg|ART-0418-HD-color2-women.jpg|ART-0418-HD-color5.jpg|ART-0418-HD-color5-men.jpg|ART-0418-HD-color5-women.jpg|ART-0418-HD-color9.jpg|ART-0418-HD-color9-men.jpg|ART-0418-HD-color9-women.jpg|ART-0418-HD-color10.jpg|ART-0418-HD-color10-men.jpg|ART-0418-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,زرد,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.0,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0419-TS,ART-0419-TS,بهترین خودم میشم,publish,product,product,variable,حیوانات جذاب>غیره,#انگیزه,120000,,120000,no,instock,ART-0419-TS-color1.jpg|ART-0419-TS-color1-men.jpg|ART-0419-TS-color1-women.jpg|ART-0419-TS-color2.jpg|ART-0419-TS-color2-men.jpg|ART-0419-TS-color2-women.jpg|ART-0419-TS-color3.jpg|ART-0419-TS-color3-men.jpg|ART-0419-TS-color3-women.jpg|ART-0419-TS-color4.jpg|ART-0419-TS-color4-men.jpg|ART-0419-TS-color4-women.jpg|ART-0419-TS-color5.jpg|ART-0419-TS-color5-men.jpg|ART-0419-TS-color5-women.jpg|ART-0419-TS-color6.jpg|ART-0419-TS-color6-men.jpg|ART-0419-TS-color6-women.jpg|ART-0419-TS-color7.jpg|ART-0419-TS-color7-men.jpg|ART-0419-TS-color7-women.jpg|ART-0419-HD-color8.jpg|ART-0419-HD-color8-men.jpg|ART-0419-HD-color8-women.jpg|ART-0419-HD-color2.jpg|ART-0419-HD-color2-men.jpg|ART-0419-HD-color2-women.jpg|ART-0419-HD-color5.jpg|ART-0419-HD-color5-men.jpg|ART-0419-HD-color5-women.jpg|ART-0419-HD-color9.jpg|ART-0419-HD-color9-men.jpg|ART-0419-HD-color9-women.jpg|ART-0419-HD-color10.jpg|ART-0419-HD-color10-men.jpg|ART-0419-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,آبی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.0,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0420-TS,ART-0420-TS,مشکل هر روز ربات‌ها,publish,product,product,variable,تفریح و فان>فان,#ربات|#فان,120000,,120000,no,instock,ART-0420-TS-color1.jpg|ART-0420-TS-color1-men.jpg|ART-0420-TS-color1-women.jpg|ART-0420-TS-color2.jpg|ART-0420-TS-color2-men.jpg|ART-0420-TS-color2-women.jpg|ART-0420-TS-color3.jpg|ART-0420-TS-color3-men.jpg|ART-0420-TS-color3-women.jpg|ART-0420-TS-color4.jpg|ART-0420-TS-color4-men.jpg|ART-0420-TS-color4-women.jpg|ART-0420-TS-color5.jpg|ART-0420-TS-color5-men.jpg|ART-0420-TS-color5-women.jpg|ART-0420-TS-color6.jpg|ART-0420-TS-color6-men.jpg|ART-0420-TS-color6-women.jpg|ART-0420-TS-color7.jpg|ART-0420-TS-color7-men.jpg|ART-0420-TS-color7-women.jpg|ART-0420-HD-color8.jpg|ART-0420-HD-color8-men.jpg|ART-0420-HD-color8-women.jpg|ART-0420-HD-color2.jpg|ART-0420-HD-color2-men.jpg|ART-0420-HD-color2-women.jpg|ART-0420-HD-color5.jpg|ART-0420-HD-color5-men.jpg|ART-0420-HD-color5-women.jpg|ART-0420-HD-color9.jpg|ART-0420-HD-color9-men.jpg|ART-0420-HD-color9-women.jpg|ART-0420-HD-color10.jpg|ART-0420-HD-color10-men.jpg|ART-0420-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,سفید,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,5.0,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0421-TS,ART-0421-TS,تکنولوژی‌های نوستالژی,publish,product,product,variable,ایده و احساس>نوستالژی,#تکنولوژی‌,120000,,120000,no,instock,ART-0421-TS-color1.jpg|ART-0421-TS-color1-men.jpg|ART-0421-TS-color1-women.jpg|ART-0421-TS-color2.jpg|ART-0421-TS-color2-men.jpg|ART-0421-TS-color2-women.jpg|ART-0421-TS-color3.jpg|ART-0421-TS-color3-men.jpg|ART-0421-TS-color3-women.jpg|ART-0421-TS-color4.jpg|ART-0421-TS-color4-men.jpg|ART-0421-TS-color4-women.jpg|ART-0421-TS-color5.jpg|ART-0421-TS-color5-men.jpg|ART-0421-TS-color5-women.jpg|ART-0421-TS-color6.jpg|ART-0421-TS-color6-men.jpg|ART-0421-TS-color6-women.jpg|ART-0421-TS-color7.jpg|ART-0421-TS-color7-men.jpg|ART-0421-TS-color7-women.jpg|ART-0421-HD-color8.jpg|ART-0421-HD-color8-men.jpg|ART-0421-HD-color8-women.jpg|ART-0421-HD-color2.jpg|ART-0421-HD-color2-men.jpg|ART-0421-HD-color2-women.jpg|ART-0421-HD-color5.jpg|ART-0421-HD-color5-men.jpg|ART-0421-HD-color5-women.jpg|ART-0421-HD-color9.jpg|ART-0421-HD-color9-men.jpg|ART-0421-HD-color9-women.jpg|ART-0421-HD-color10.jpg|ART-0421-HD-color10-men.jpg|ART-0421-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,سفید,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.5,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0422-TS,ART-0422-TS,نودل برمی‌گردد,publish,product,product,variable,تفریح و فان>فان,#نودل|#وحشت,120000,,120000,no,instock,ART-0422-TS-color1.jpg|ART-0422-TS-color1-men.jpg|ART-0422-TS-color1-women.jpg|ART-0422-TS-color2.jpg|ART-0422-TS-color2-men.jpg|ART-0422-TS-color2-women.jpg|ART-0422-TS-color3.jpg|ART-0422-TS-color3-men.jpg|ART-0422-TS-color3-women.jpg|ART-0422-TS-color4.jpg|ART-0422-TS-color4-men.jpg|ART-0422-TS-color4-women.jpg|ART-0422-TS-color5.jpg|ART-0422-TS-color5-men.jpg|ART-0422-TS-color5-women.jpg|ART-0422-TS-color6.jpg|ART-0422-TS-color6-men.jpg|ART-0422-TS-color6-women.jpg|ART-0422-TS-color7.jpg|ART-0422-TS-color7-men.jpg|ART-0422-TS-color7-women.jpg|ART-0422-HD-color8.jpg|ART-0422-HD-color8-men.jpg|ART-0422-HD-color8-women.jpg|ART-0422-HD-color2.jpg|ART-0422-HD-color2-men.jpg|ART-0422-HD-color2-women.jpg|ART-0422-HD-color5.jpg|ART-0422-HD-color5-men.jpg|ART-0422-HD-color5-women.jpg|ART-0422-HD-color9.jpg|ART-0422-HD-color9-men.jpg|ART-0422-HD-color9-women.jpg|ART-0422-HD-color10.jpg|ART-0422-HD-color10-men.jpg|ART-0422-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,سبز خاکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.9,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0423-TS,ART-0423-TS,دسته عصا به دست,publish,product,product,variable,ایده و احساس>نوستالژی,#گیمینگ|#فان,120000,,120000,no,instock,ART-0423-TS-color1.jpg|ART-0423-TS-color1-men.jpg|ART-0423-TS-color1-women.jpg|ART-0423-TS-color2.jpg|ART-0423-TS-color2-men.jpg|ART-0423-TS-color2-women.jpg|ART-0423-TS-color3.jpg|ART-0423-TS-color3-men.jpg|ART-0423-TS-color3-women.jpg|ART-0423-TS-color4.jpg|ART-0423-TS-color4-men.jpg|ART-0423-TS-color4-women.jpg|ART-0423-TS-color5.jpg|ART-0423-TS-color5-men.jpg|ART-0423-TS-color5-women.jpg|ART-0423-TS-color6.jpg|ART-0423-TS-color6-men.jpg|ART-0423-TS-color6-women.jpg|ART-0423-TS-color7.jpg|ART-0423-TS-color7-men.jpg|ART-0423-TS-color7-women.jpg|ART-0423-HD-color8.jpg|ART-0423-HD-color8-men.jpg|ART-0423-HD-color8-women.jpg|ART-0423-HD-color2.jpg|ART-0423-HD-color2-men.jpg|ART-0423-HD-color2-women.jpg|ART-0423-HD-color5.jpg|ART-0423-HD-color5-men.jpg|ART-0423-HD-color5-women.jpg|ART-0423-HD-color9.jpg|ART-0423-HD-color9-men.jpg|ART-0423-HD-color9-women.jpg|ART-0423-HD-color10.jpg|ART-0423-HD-color10-men.jpg|ART-0423-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.7,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0424-TS,ART-0424-TS,خشم در بند,publish,product,product,variable,حیوانات جذاب>غیره,#خشم|#گرگ,120000,,120000,no,instock,ART-0424-TS-color1.jpg|ART-0424-TS-color1-men.jpg|ART-0424-TS-color1-women.jpg|ART-0424-TS-color2.jpg|ART-0424-TS-color2-men.jpg|ART-0424-TS-color2-women.jpg|ART-0424-TS-color3.jpg|ART-0424-TS-color3-men.jpg|ART-0424-TS-color3-women.jpg|ART-0424-TS-color4.jpg|ART-0424-TS-color4-men.jpg|ART-0424-TS-color4-women.jpg|ART-0424-TS-color5.jpg|ART-0424-TS-color5-men.jpg|ART-0424-TS-color5-women.jpg|ART-0424-TS-color6.jpg|ART-0424-TS-color6-men.jpg|ART-0424-TS-color6-women.jpg|ART-0424-TS-color7.jpg|ART-0424-TS-color7-men.jpg|ART-0424-TS-color7-women.jpg|ART-0424-HD-color8.jpg|ART-0424-HD-color8-men.jpg|ART-0424-HD-color8-women.jpg|ART-0424-HD-color2.jpg|ART-0424-HD-color2-men.jpg|ART-0424-HD-color2-women.jpg|ART-0424-HD-color5.jpg|ART-0424-HD-color5-men.jpg|ART-0424-HD-color5-women.jpg|ART-0424-HD-color9.jpg|ART-0424-HD-color9-men.jpg|ART-0424-HD-color9-women.jpg|ART-0424-HD-color10.jpg|ART-0424-HD-color10-men.jpg|ART-0424-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,5.0,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0425-TS,ART-0425-TS,محکوم به عجیب بودن,publish,product,product,variable,تفریح و فان>فان,#ربات,120000,,120000,no,instock,ART-0425-TS-color1.jpg|ART-0425-TS-color1-men.jpg|ART-0425-TS-color1-women.jpg|ART-0425-TS-color2.jpg|ART-0425-TS-color2-men.jpg|ART-0425-TS-color2-women.jpg|ART-0425-TS-color3.jpg|ART-0425-TS-color3-men.jpg|ART-0425-TS-color3-women.jpg|ART-0425-TS-color4.jpg|ART-0425-TS-color4-men.jpg|ART-0425-TS-color4-women.jpg|ART-0425-TS-color5.jpg|ART-0425-TS-color5-men.jpg|ART-0425-TS-color5-women.jpg|ART-0425-TS-color6.jpg|ART-0425-TS-color6-men.jpg|ART-0425-TS-color6-women.jpg|ART-0425-TS-color7.jpg|ART-0425-TS-color7-men.jpg|ART-0425-TS-color7-women.jpg|ART-0425-HD-color8.jpg|ART-0425-HD-color8-men.jpg|ART-0425-HD-color8-women.jpg|ART-0425-HD-color2.jpg|ART-0425-HD-color2-men.jpg|ART-0425-HD-color2-women.jpg|ART-0425-HD-color5.jpg|ART-0425-HD-color5-men.jpg|ART-0425-HD-color5-women.jpg|ART-0425-HD-color9.jpg|ART-0425-HD-color9-men.jpg|ART-0425-HD-color9-women.jpg|ART-0425-HD-color10.jpg|ART-0425-HD-color10-men.jpg|ART-0425-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,خاکستری,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.7,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0426-TS,ART-0426-TS,همه هستی برای تو,publish,product,product,variable,ایده و احساس>عشق,#عشق|#منظومه_خورشیدی,120000,,120000,no,instock,ART-0426-TS-color1.jpg|ART-0426-TS-color1-men.jpg|ART-0426-TS-color1-women.jpg|ART-0426-TS-color2.jpg|ART-0426-TS-color2-men.jpg|ART-0426-TS-color2-women.jpg|ART-0426-TS-color3.jpg|ART-0426-TS-color3-men.jpg|ART-0426-TS-color3-women.jpg|ART-0426-TS-color4.jpg|ART-0426-TS-color4-men.jpg|ART-0426-TS-color4-women.jpg|ART-0426-TS-color5.jpg|ART-0426-TS-color5-men.jpg|ART-0426-TS-color5-women.jpg|ART-0426-TS-color6.jpg|ART-0426-TS-color6-men.jpg|ART-0426-TS-color6-women.jpg|ART-0426-TS-color7.jpg|ART-0426-TS-color7-men.jpg|ART-0426-TS-color7-women.jpg|ART-0426-HD-color8.jpg|ART-0426-HD-color8-men.jpg|ART-0426-HD-color8-women.jpg|ART-0426-HD-color2.jpg|ART-0426-HD-color2-men.jpg|ART-0426-HD-color2-women.jpg|ART-0426-HD-color5.jpg|ART-0426-HD-color5-men.jpg|ART-0426-HD-color5-women.jpg|ART-0426-HD-color9.jpg|ART-0426-HD-color9-men.jpg|ART-0426-HD-color9-women.jpg|ART-0426-HD-color10.jpg|ART-0426-HD-color10-men.jpg|ART-0426-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.7,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
